index	date	time	participant	sex	age	fluency	practice	itemNr	item	itemFreq	presentedItem	testResp	correct	testRespOrder	testRespArr	testTimeArr	judgmentType	ratingItem	ratingTrial	rating	ratingTime	studyTrial	studyTime	studyItem	totalExpTime	startInfoTime	participantInputTime	ratingInfoTime	studyInfoTime	testInfoTime	distInfoTime1	psych_student	firstTime	consent	consentTime	previouslyUsedPnumber	belief	firstEnglish	languageText	disturbed	disturbedText	ratingEffort	studyEffort	computerText	screen_width	screen_height	screen_availWidth	screen_availHeight
10	Sun Mar 12 2017	15:08:48 GMT-0400 (EDT)	14	male	a	low	no	11	farmer	11.84	fArMeR	x	0	x	x	x	EOL	x	x	x	x	x	x	x	19446	1239	5247	0	0	0	0	yes	yes	yes	10420		x	x	x	x	x	x	x	x	1440	900	1436	877
11	Sun Mar 12 2017	15:08:48 GMT-0400 (EDT)	14	male	a	high	no	12	rocket	11.84	ROCKET	x	0	x	x	x	EOL	x	x	x	x	x	x	x	19446	1239	5247	0	0	0	0	yes	yes	yes	10420		x	x	x	x	x	x	x	x	1440	900	1436	877
12	Sun Mar 12 2017	15:08:48 GMT-0400 (EDT)	14	male	a	low	no	13	tattoo	11.96	tAtToO	x	0	x	x	x	EOL	x	x	x	x	x	x	x	19446	1239	5247	0	0	0	0	yes	yes	yes	10420		x	x	x	x	x	x	x	x	1440	900	1436	877
13	Sun Mar 12 2017	15:08:48 GMT-0400 (EDT)	14	male	a	low	no	14	sailor	12.39	sAiLoR	x	0	x	x	x	EOL	x	x	x	x	x	x	x	19446	1239	5247	0	0	0	0	yes	yes	yes	10420		x	x	x	x	x	x	x	x	1440	900	1436	877
14	Sun Mar 12 2017	15:08:48 GMT-0400 (EDT)	14	male	a	low	no	15	hammer	12.47	hAmMeR	x	0	x	x	x	EOL	x	x	x	x	x	x	x	19446	1239	5247	0	0	0	0	yes	yes	yes	10420		x	x	x	x	x	x	x	x	1440	900	1436	877
15	Sun Mar 12 2017	15:08:48 GMT-0400 (EDT)	14	male	a	low	no	16	string	12.67	sTrInG	x	0	x	x	x	EOL	x	x	x	x	x	x	x	19446	1239	5247	0	0	0	0	yes	yes	yes	10420		x	x	x	x	x	x	x	x	1440	900	1436	877
16	Sun Mar 12 2017	15:08:48 GMT-0400 (EDT)	14	male	a	high	no	17	cattle	13.22	CATTLE	x	0	x	x	x	EOL	x	x	x	x	x	x	x	19446	1239	5247	0	0	0	0	yes	yes	yes	10420		x	x	x	x	x	x	x	x	1440	900	1436	877
17	Sun Mar 12 2017	15:08:48 GMT-0400 (EDT)	14	male	a	low	no	18	muscle	13.61	mUsClE	x	0	x	x	x	EOL	x	x	x	x	x	x	x	19446	1239	5247	0	0	0	0	yes	yes	yes	10420		x	x	x	x	x	x	x	x	1440	900	1436	877
18	Sun Mar 12 2017	15:08:48 GMT-0400 (EDT)	14	male	a	high	no	19	guitar	15.59	GUITAR	x	0	x	x	x	EOL	x	x	x	x	x	x	x	19446	1239	5247	0	0	0	0	yes	yes	yes	10420		x	x	x	x	x	x	x	x	1440	900	1436	877
19	Sun Mar 12 2017	15:08:48 GMT-0400 (EDT)	14	male	a	high	no	20	museum	18.47	MUSEUM	x	0	x	x	x	EOL	x	x	x	x	x	x	x	19446	1239	5247	0	0	0	0	yes	yes	yes	10420		x	x	x	x	x	x	x	x	1440	900	1436	877
20	Sun Mar 12 2017	15:08:48 GMT-0400 (EDT)	14	male	a	low	no	21	forest	18.88	fOrEsT	x	0	x	x	x	EOL	x	x	x	x	x	x	x	19446	1239	5247	0	0	0	0	yes	yes	yes	10420		x	x	x	x	x	x	x	x	1440	900	1436	877
21	Sun Mar 12 2017	15:08:48 GMT-0400 (EDT)	14	male	a	low	no	22	butter	20.43	bUtTeR	x	0	x	x	x	EOL	x	x	x	x	x	x	x	19446	1239	5247	0	0	0	0	yes	yes	yes	10420		x	x	x	x	x	x	x	x	1440	900	1436	877
22	Sun Mar 12 2017	15:08:48 GMT-0400 (EDT)	14	male	a	high	no	23	rabbit	20.94	RABBIT	x	0	x	x	x	EOL	x	x	x	x	x	x	x	19446	1239	5247	0	0	0	0	yes	yes	yes	10420		x	x	x	x	x	x	x	x	1440	900	1436	877
23	Sun Mar 12 2017	15:08:48 GMT-0400 (EDT)	14	male	a	high	no	24	castle	21.55	CASTLE	x	0	x	x	x	EOL	x	x	x	x	x	x	x	19446	1239	5247	0	0	0	0	yes	yes	yes	10420		x	x	x	x	x	x	x	x	1440	900	1436	877
24	Sun Mar 12 2017	15:08:48 GMT-0400 (EDT)	14	male	a	low	yes	25	worker	10.94	wOrKeR	x	0	x	x	x	EOL	x	x	x	x	x	x	x	19446	1239	5247	0	0	0	0	yes	yes	yes	10420		x	x	x	x	x	x	x	x	1440	900	1436	877
25	Sun Mar 12 2017	15:08:48 GMT-0400 (EDT)	14	male	a	low	yes	26	peanut	12.35	pEaNuT	x	0	x	x	x	EOL	x	x	x	x	x	x	x	19446	1239	5247	0	0	0	0	yes	yes	yes	10420		x	x	x	x	x	x	x	x	1440	900	1436	877
26	Sun Mar 12 2017	15:08:48 GMT-0400 (EDT)	14	male	a	high	yes	27	stable	13.2	STABLE	x	0	x	x	x	EOL	x	x	x	x	x	x	x	19446	1239	5247	0	0	0	0	yes	yes	yes	10420		x	x	x	x	x	x	x	x	1440	900	1436	877
27	Sun Mar 12 2017	15:08:48 GMT-0400 (EDT)	14	male	a	high	yes	28	circus	17.06	CIRCUS	x	0	x	x	x	EOL	x	x	x	x	x	x	x	19446	1239	5247	0	0	0	0	yes	yes	yes	10420		x	x	x	x	x	x	x	x	1440	900	1436	877
