index	date	time	participant	sex	age	fluency	practice	itemNr	item	itemFreq	presentedItem	testResp	correct	testRespOrder	testRespArr	testTimeArr	judgmentType	ratingItem	ratingTrial	rating	ratingTime	studyTrial	studyTime	studyItem	totalExpTime	startInfoTime	participantInputTime	ratingInfoTime	studyInfoTime	testInfoTime	distInfoTime1	psych_student	firstTime	consent	consentTime	previouslyUsedPnumber	belief	firstEnglish	languageText	disturbed	disturbedText	ratingEffort	studyEffort	computerText	screen_width	screen_height	screen_availWidth	screen_availHeight
17	Sun Mar 12 2017	16:16:40 GMT-0400 (EDT)	21	female	asda	high	no	18	muscle	13.61	MUSCLE	x	0	x	x	x	EOL	x	x	x	x	x	x	x	17363	818	3332	0	0	0	0	yes	yes	yes	10652	no	x	x	x	x	x	x	x	x	1440	900	1436	877
18	Sun Mar 12 2017	16:16:40 GMT-0400 (EDT)	21	female	asda	low	no	19	guitar	15.59	gUiTaR	x	0	x	x	x	EOL	x	x	x	x	x	x	x	17363	818	3332	0	0	0	0	yes	yes	yes	10652	no	x	x	x	x	x	x	x	x	1440	900	1436	877
19	Sun Mar 12 2017	16:16:40 GMT-0400 (EDT)	21	female	asda	high	no	20	museum	18.47	MUSEUM	x	0	x	x	x	EOL	x	x	x	x	x	x	x	17363	818	3332	0	0	0	0	yes	yes	yes	10652	no	x	x	x	x	x	x	x	x	1440	900	1436	877
20	Sun Mar 12 2017	16:16:40 GMT-0400 (EDT)	21	female	asda	low	no	21	forest	18.88	fOrEsT	x	0	x	x	x	EOL	x	x	x	x	x	x	x	17363	818	3332	0	0	0	0	yes	yes	yes	10652	no	x	x	x	x	x	x	x	x	1440	900	1436	877
21	Sun Mar 12 2017	16:16:40 GMT-0400 (EDT)	21	female	asda	high	no	22	butter	20.43	BUTTER	x	0	x	x	x	EOL	x	x	x	x	x	x	x	17363	818	3332	0	0	0	0	yes	yes	yes	10652	no	x	x	x	x	x	x	x	x	1440	900	1436	877
22	Sun Mar 12 2017	16:16:40 GMT-0400 (EDT)	21	female	asda	low	no	23	rabbit	20.94	rAbBiT	x	0	x	x	x	EOL	x	x	x	x	x	x	x	17363	818	3332	0	0	0	0	yes	yes	yes	10652	no	x	x	x	x	x	x	x	x	1440	900	1436	877
23	Sun Mar 12 2017	16:16:40 GMT-0400 (EDT)	21	female	asda	low	no	24	castle	21.55	cAsTlE	x	0	x	x	x	EOL	x	x	x	x	x	x	x	17363	818	3332	0	0	0	0	yes	yes	yes	10652	no	x	x	x	x	x	x	x	x	1440	900	1436	877
24	Sun Mar 12 2017	16:16:40 GMT-0400 (EDT)	21	female	asda	low	yes	25	worker	10.94	wOrKeR	x	0	x	x	x	EOL	x	x	x	x	x	x	x	17363	818	3332	0	0	0	0	yes	yes	yes	10652	no	x	x	x	x	x	x	x	x	1440	900	1436	877
25	Sun Mar 12 2017	16:16:40 GMT-0400 (EDT)	21	female	asda	high	yes	26	peanut	12.35	PEANUT	x	0	x	x	x	EOL	x	x	x	x	x	x	x	17363	818	3332	0	0	0	0	yes	yes	yes	10652	no	x	x	x	x	x	x	x	x	1440	900	1436	877
26	Sun Mar 12 2017	16:16:40 GMT-0400 (EDT)	21	female	asda	low	yes	27	stable	13.2	sTaBlE	x	0	x	x	x	EOL	x	x	x	x	x	x	x	17363	818	3332	0	0	0	0	yes	yes	yes	10652	no	x	x	x	x	x	x	x	x	1440	900	1436	877
27	Sun Mar 12 2017	16:16:40 GMT-0400 (EDT)	21	female	asda	high	yes	28	circus	17.06	CIRCUS	x	0	x	x	x	EOL	x	x	x	x	x	x	x	17363	818	3332	0	0	0	0	yes	yes	yes	10652	no	x	x	x	x	x	x	x	x	1440	900	1436	877
