dIndexVar	distItem	block	participant	eq	correct	resp	time	totalTime
firstEmptyRowForSecurity	firstEmptyRowForSecurity	firstEmptyRowForSecurity	undefined	firstEmptyRowForSecurity	firstEmptyRowForSecurity	x	x	x
